fips,election,candidate,party,vote
41067,2004,Michael Peroutka,Constitution,511
41005,2004,George W. Bush,Republican,97691
41005,2004,John Kerry,Democratic,95129
41005,2004,Write-ins,-,709
41005,2004,Michael Badnarik,Libertarian,619
41005,2004,Michael Peroutka,Constitution,439
41005,2004,David Cobb,Pacific Green,413
41039,2004,John Kerry,Democratic,107769
41039,2004,George W. Bush,Republican,75007
41039,2004,Write-ins,-,1252
41039,2004,Michael Badnarik,Libertarian,773
41039,2004,David Cobb,Pacific Green,553
41039,2004,Michael Peroutka,Constitution,518
41047,2004,George W. Bush,Republican,69900
41047,2004,John Kerry,Democratic,57671
41047,2004,Write-ins,-,851
41047,2004,Michael Badnarik,Libertarian,485
41047,2004,Michael Peroutka,Constitution,377
41047,2004,David Cobb,Pacific Green,335
41029,2004,George W. Bush,Republican,56519
41029,2004,John Kerry,Democratic,44366
41029,2004,Michael Badnarik,Libertarian,382
41029,2004,Write-ins,-,357
41029,2004,Michael Peroutka,Constitution,310
41029,2004,David Cobb,Pacific Green,255
41017,2004,George W. Bush,Republican,41757
41017,2004,John Kerry,Democratic,31179
41017,2004,Michael Badnarik,Libertarian,360
41017,2004,Write-ins,-,359
41017,2004,David Cobb,Pacific Green,210
41017,2004,Michael Peroutka,Constitution,183
41043,2004,George W. Bush,Republican,31260
41043,2004,John Kerry,Democratic,19940
41043,2004,Write-ins,-,238
41043,2004,Michael Peroutka,Constitution,204
41043,2004,David Cobb,Pacific Green,200
41043,2004,Michael Badnarik,Libertarian,199
41019,2004,George W. Bush,Republican,35956
41019,2004,John Kerry,Democratic,18089
41019,2004,Write-ins,-,269
41019,2004,Michael Peroutka,Constitution,252
41019,2004,Michael Badnarik,Libertarian,217
41019,2004,David Cobb,Pacific Green,201
41003,2004,John Kerry,Democratic,26515
41003,2004,George W. Bush,Republican,18460
41003,2004,Write-ins,-,245
41003,2004,Michael Badnarik,Libertarian,222
41003,2004,David Cobb,Pacific Green,185
41003,2004,Michael Peroutka,Constitution,108
41071,2004,George W. Bush,Republican,23839
41071,2004,John Kerry,Democratic,17572
41071,2004,Write-ins,-,209
41071,2004,Michael Peroutka,Constitution,200
41071,2004,Michael Badnarik,Libertarian,178
41071,2004,David Cobb,Pacific Green,144
41033,2004,George W. Bush,Republican,26241
41033,2004,John Kerry,Democratic,15214
41033,2004,Michael Peroutka,Constitution,261
41033,2004,Michael Badnarik,Libertarian,258
41033,2004,Write-ins,-,156
41033,2004,David Cobb,Pacific Green,145
41053,2004,George W. Bush,Republican,19508
41053,2004,John Kerry,Democratic,15484
41053,2004,Write-ins,-,169
41053,2004,Michael Badnarik,Libertarian,123
41053,2004,David Cobb,Pacific Green,103
41053,2004,Michael Peroutka,Constitution,102
41011,2004,George W. Bush,Republican,18291
41011,2004,John Kerry,Democratic,14393
41011,2004,Write-ins,-,230
41011,2004,Michael Peroutka,Constitution,162
41011,2004,Michael Badnarik,Libertarian,155
41011,2004,David Cobb,Pacific Green,131
41035,2004,George W. Bush,Republican,22733
41035,2004,John Kerry,Democratic,8264
41035,2004,Write-ins,-,156
41035,2004,Michael Badnarik,Libertarian,141
41035,2004,Michael Peroutka,Constitution,134
41035,2004,David Cobb,Pacific Green,87
41059,2004,George W. Bush,Republican,17068
41059,2004,John Kerry,Democratic,8884
41059,2004,Michael Badnarik,Libertarian,103
41059,2004,David Cobb,Pacific Green,93
41059,2004,Write-ins,-,90
41059,2004,Michael Peroutka,Constitution,84
41009,2004,John Kerry,Democratic,12563
41009,2004,George W. Bush,Republican,11868
41009,2004,Michael Peroutka,Constitution,163
41009,2004,Write-ins,-,124
41009,2004,Michael Badnarik,Libertarian,108
41009,2004,David Cobb,Pacific Green,91
41041,2004,John Kerry,Democratic,13753
41041,2004,George W. Bush,Republican,10160
41041,2004,Write-ins,-,121
41041,2004,Michael Badnarik,Libertarian,116
41041,2004,David Cobb,Pacific Green,95
41041,2004,Michael Peroutka,Constitution,80
41007,2004,John Kerry,Democratic,10461
41007,2004,George W. Bush,Republican,8503
41007,2004,Write-ins,-,131
41007,2004,Michael Badnarik,Libertarian,87
41007,2004,Michael Peroutka,Constitution,66
41007,2004,David Cobb,Pacific Green,61
41057,2004,George W. Bush,Republican,7003
41057,2004,John Kerry,Democratic,6750
41057,2004,Write-ins,-,60
41057,2004,Michael Badnarik,Libertarian,54
41057,2004,David Cobb,Pacific Green,48
41057,2004,Michael Peroutka,Constitution,36
41061,2004,George W. Bush,Republican,8879
41061,2004,John Kerry,Democratic,4428
41061,2004,Michael Badnarik,Libertarian,65
41061,2004,Write-ins,-,55
41061,2004,David Cobb,Pacific Green,47
41061,2004,Michael Peroutka,Constitution,45
41015,2004,George W. Bush,Republican,7332
41015,2004,John Kerry,Democratic,5220
41015,2004,Michael Badnarik,Libertarian,73
41015,2004,Write-ins,-,67
41015,2004,Michael Peroutka,Constitution,57
41015,2004,David Cobb,Pacific Green,50
41013,2004,George W. Bush,Republican,6830
41013,2004,John Kerry,Democratic,3024
41013,2004,Write-ins,-,63
41013,2004,Michael Badnarik,Libertarian,59
41013,2004,David Cobb,Pacific Green,38
41013,2004,Michael Peroutka,Constitution,37
41065,2004,George W. Bush,Republican,6119
41065,2004,John Kerry,Democratic,5691
41065,2004,Michael Badnarik,Libertarian,51
41065,2004,Write-ins,-,51
41065,2004,Michael Peroutka,Constitution,45
41065,2004,David Cobb,Pacific Green,45
41027,2004,John Kerry,Democratic,5587
41027,2004,George W. Bush,Republican,4124
41027,2004,Write-ins,-,64
41027,2004,Michael Badnarik,Libertarian,30
41027,2004,David Cobb,Pacific Green,28
41027,2004,Michael Peroutka,Constitution,26
41045,2004,George W. Bush,Republican,8123
41045,2004,John Kerry,Democratic,2577
41045,2004,Michael Peroutka,Constitution,48
41045,2004,Michael Badnarik,Libertarian,45
41045,2004,Write-ins,-,36
41045,2004,David Cobb,Pacific Green,17
41031,2004,George W. Bush,Republican,4762
41031,2004,John Kerry,Democratic,3243
41031,2004,Michael Badnarik,Libertarian,41
41031,2004,Write-ins,-,27
41031,2004,David Cobb,Pacific Green,26
41031,2004,Michael Peroutka,Constitution,16
41001,2004,George W. Bush,Republican,6253
41001,2004,John Kerry,Democratic,2616
41001,2004,Michael Badnarik,Libertarian,50
41001,2004,Write-ins,-,46
41001,2004,Michael Peroutka,Constitution,43
41001,2004,David Cobb,Pacific Green,26
41063,2004,George W. Bush,Republican,3132
41063,2004,John Kerry,Democratic,1269
41063,2004,Write-ins,-,65
41063,2004,Michael Peroutka,Constitution,29
41063,2004,Michael Badnarik,Libertarian,19
41063,2004,David Cobb,Pacific Green,7
41023,2004,George W. Bush,Republican,3204
41023,2004,John Kerry,Democratic,780
41023,2004,Michael Badnarik,Libertarian,29
41023,2004,Michael Peroutka,Constitution,24
41023,2004,Write-ins,-,17
41023,2004,David Cobb,Pacific Green,7
41049,2004,George W. Bush,Republican,2732
41049,2004,John Kerry,Democratic,1361
41049,2004,David Cobb,Pacific Green,19
41049,2004,Michael Peroutka,Constitution,17
41049,2004,Write-ins,-,12
41049,2004,Michael Badnarik,Libertarian,8
41025,2004,George W. Bush,Republican,2815
41025,2004,John Kerry,Democratic,839
41025,2004,Write-ins,-,17
41025,2004,Michael Badnarik,Libertarian,13
41025,2004,Michael Peroutka,Constitution,10
41025,2004,David Cobb,Pacific Green,8
41037,2004,George W. Bush,Republican,3039
41037,2004,John Kerry,Democratic,802
41037,2004,Michael Peroutka,Constitution,20
41037,2004,Write-ins,-,18
41037,2004,Michael Badnarik,Libertarian,15
41037,2004,David Cobb,Pacific Green,11
41021,2004,George W. Bush,Republican,755
41021,2004,John Kerry,Democratic,370
41021,2004,Michael Badnarik,Libertarian,6
41021,2004,Write-ins,-,3
41021,2004,Michael Peroutka,Constitution,2
41021,2004,David Cobb,Pacific Green,2
41055,2004,George W. Bush,Republican,694
41055,2004,John Kerry,Democratic,390
41055,2004,Michael Badnarik,Libertarian,7
41055,2004,David Cobb,Pacific Green,5
41055,2004,Write-ins,-,5
41055,2004,Michael Peroutka,Constitution,3
41069,2004,George W. Bush,Republican,612
41069,2004,John Kerry,Democratic,245
41069,2004,David Cobb,Pacific Green,8
41069,2004,Michael Peroutka,Constitution,6
41069,2004,Write-ins,-,5
41069,2004,Michael Badnarik,Libertarian,4
42101,2004,John Kerry,Democratic,542205
42101,2004,George W. Bush,Republican,130099
42101,2004,Michael Badnarik,Libertarian,895
42101,2004,David Cobb,Green,483
42101,2004,Michael Peroutka,Constitution,387
42003,2004,John Kerry,Democratic,368912
42003,2004,George W. Bush,Republican,271925
42003,2004,Michael Badnarik,Libertarian,3573
42003,2004,David Cobb,Green,551
42003,2004,Michael Peroutka,Constitution,508
42091,2004,John Kerry,Democratic,222048
42091,2004,George W. Bush,Republican,175741
42091,2004,Michael Badnarik,Libertarian,1088
42091,2004,Michael Peroutka,Constitution,365
42091,2004,David Cobb,Green,349
42017,2004,John Kerry,Democratic,163438
42017,2004,George W. Bush,Republican,154469
42017,2004,Michael Badnarik,Libertarian,1338
42017,2004,David Cobb,Green,308
42017,2004,Michael Peroutka,Constitution,263
42045,2004,John Kerry,Democratic,162601
42045,2004,George W. Bush,Republican,120425
42045,2004,Michael Badnarik,Libertarian,946
42045,2004,David Cobb,Green,312
42045,2004,Michael Peroutka,Constitution,254
42029,2004,George W. Bush,Republican,120036
42029,2004,John Kerry,Democratic,109708
42029,2004,Michael Badnarik,Libertarian,632
42029,2004,David Cobb,Green,263
42029,2004,Michael Peroutka,Constitution,184
42071,2004,George W. Bush,Republican,145591
42071,2004,John Kerry,Democratic,74328
42071,2004,Michael Badnarik,Libertarian,705
42071,2004,Michael Peroutka,Constitution,399
42071,2004,David Cobb,Green,255
42071,2004,Ralph Nader,Write-in,92
42071,2004,Bill Van Auken,-,1
42071,2004,None of these Candidates,-,1
42133,2004,George W. Bush,Republican,114270
42133,2004,John Kerry,Democratic,63701
42133,2004,Michael Badnarik,Libertarian,821
42133,2004,Michael Peroutka,Constitution,264
42133,2004,David Cobb,Green,213
42011,2004,George W. Bush,Republican,87122
42011,2004,John Kerry,Democratic,76309
42011,2004,Michael Badnarik,Libertarian,551
42011,2004,David Cobb,Green,295
42011,2004,Michael Peroutka,Constitution,210
42129,2004,George W. Bush,Republican,100087
42129,2004,John Kerry,Democratic,77774
42129,2004,Michael Badnarik,Libertarian,474
42129,2004,Michael Peroutka,Constitution,206
42129,2004,David Cobb,Green,155
42077,2004,John Kerry,Democratic,73940
42077,2004,George W. Bush,Republican,70160
42077,2004,Michael Badnarik,Libertarian,638
42077,2004,Michael Peroutka,Constitution,193
42077,2004,David Cobb,Green,160
42095,2004,John Kerry,Democratic,63446
42095,2004,George W. Bush,Republican,62102
42095,2004,Michael Badnarik,Libertarian,885
42095,2004,David Cobb,Green,187
42095,2004,Michael Peroutka,Constitution,120
42095,2004,Ralph Nader,Write-in,62
42095,2004,Write-ins,-,47
42079,2004,John Kerry,Democratic,69573
42079,2004,George W. Bush,Republican,64953
42079,2004,Michael Badnarik,Libertarian,1195
42079,2004,David Cobb,Green,180
42079,2004,Michael Peroutka,Constitution,127
42043,2004,George W. Bush,Republican,65296
42043,2004,John Kerry,Democratic,55299
42043,2004,Michael Badnarik,Libertarian,274
42043,2004,David Cobb,Green,171
42043,2004,Michael Peroutka,Constitution,168
42049,2004,John Kerry,Democratic,67921
42049,2004,George W. Bush,Republican,57372
42049,2004,Michael Badnarik,Libertarian,334
42049,2004,David Cobb,Green,159
42049,2004,Michael Peroutka,Constitution,112
42041,2004,George W. Bush,Republican,67648
42041,2004,John Kerry,Democratic,37928
42041,2004,Michael Badnarik,Libertarian,265
42041,2004,Michael Peroutka,Constitution,129
42041,2004,David Cobb,Green,112
42069,2004,John Kerry,Democratic,59573
42069,2004,George W. Bush,Republican,44766
42069,2004,Michael Badnarik,Libertarian,1288
42069,2004,David Cobb,Green,113
42069,2004,Michael Peroutka,Constitution,79
42125,2004,John Kerry,Democratic,48225
42125,2004,George W. Bush,Republican,47673
42125,2004,Michael Badnarik,Libertarian,142
42125,2004,Michael Peroutka,Constitution,78
42125,2004,David Cobb,Green,59
42019,2004,George W. Bush,Republican,54959
42019,2004,John Kerry,Democratic,30090
42019,2004,Michael Badnarik,Libertarian,182
42019,2004,Michael Peroutka,Constitution,111
42019,2004,David Cobb,Green,83
42007,2004,John Kerry,Democratic,42146
42007,2004,George W. Bush,Republican,39916
42007,2004,Michael Peroutka,Constitution,175
42007,2004,Michael Badnarik,Libertarian,165
42007,2004,David Cobb,Green,141
42027,2004,George W. Bush,Republican,33133
42027,2004,John Kerry,Democratic,30733
42027,2004,Michael Badnarik,Libertarian,227
42027,2004,David Cobb,Green,90
42027,2004,Ralph Nader,Write-in,83
42027,2004,Michael Peroutka,Constitution,70
42027,2004,Write-ins,-,37
42027,2004,Roger Calero,-,1
42055,2004,George W. Bush,Republican,41817
42055,2004,John Kerry,Democratic,16562
42055,2004,Michael Badnarik,Libertarian,90
42055,2004,Michael Peroutka,Constitution,56
42055,2004,David Cobb,Green,44
42089,2004,George W. Bush,Republican,27971
42089,2004,John Kerry,Democratic,27967
42089,2004,Michael Badnarik,Libertarian,287
42089,2004,David Cobb,Green,64
42089,2004,Michael Peroutka,Constitution,53
42021,2004,George W. Bush,Republican,34048
42021,2004,John Kerry,Democratic,32591
42021,2004,Michael Badnarik,Libertarian,159
42021,2004,Michael Peroutka,Constitution,99
42021,2004,David Cobb,Green,86
42107,2004,George W. Bush,Republican,35640
42107,2004,John Kerry,Democratic,29231
42107,2004,Michael Badnarik,Libertarian,186
42107,2004,David Cobb,Green,129
42107,2004,Michael Peroutka,Constitution,83
42075,2004,George W. Bush,Republican,37089
42075,2004,John Kerry,Democratic,18109
42075,2004,Michael Badnarik,Libertarian,323
42075,2004,Michael Peroutka,Constitution,93
42075,2004,David Cobb,Green,51
42013,2004,George W. Bush,Republican,35751
42013,2004,John Kerry,Democratic,18105
42013,2004,Michael Badnarik,Libertarian,210
42013,2004,Michael Peroutka,Constitution,58
42013,2004,David Cobb,Green,54
42051,2004,John Kerry,Democratic,29120
42051,2004,George W. Bush,Republican,25045
42051,2004,Michael Badnarik,Libertarian,447
42051,2004,Michael Peroutka,Constitution,52
42051,2004,David Cobb,Green,43
42085,2004,George W. Bush,Republican,26311
42085,2004,John Kerry,Democratic,24831
42085,2004,Michael Badnarik,Libertarian,149
42085,2004,Michael Peroutka,Constitution,140
42085,2004,David Cobb,Green,133
42081,2004,George W. Bush,Republican,33961
42081,2004,John Kerry,Democratic,15681
42081,2004,Michael Badnarik,Libertarian,279
42081,2004,David Cobb,Green,77
42081,2004,Michael Peroutka,Constitution,51
42081,2004,Ralph Nader,Write-in,17
42081,2004,Write-ins,-,15
42001,2004,George W. Bush,Republican,28247
42001,2004,John Kerry,Democratic,13764
42001,2004,Michael Badnarik,Libertarian,95
42001,2004,David Cobb,Green,63
42001,2004,Michael Peroutka,Constitution,59
42073,2004,George W. Bush,Republican,21938
42073,2004,John Kerry,Democratic,21387
42073,2004,Michael Badnarik,Libertarian,56
42073,2004,Michael Peroutka,Constitution,35
42073,2004,David Cobb,Green,26
42063,2004,George W. Bush,Republican,20254
42063,2004,John Kerry,Democratic,15831
42063,2004,Michael Badnarik,Libertarian,77
42063,2004,David Cobb,Green,47
42063,2004,Michael Peroutka,Constitution,39
42039,2004,George W. Bush,Republican,21965
42039,2004,John Kerry,Democratic,16013
42039,2004,Michael Badnarik,Libertarian,176
42039,2004,Michael Peroutka,Constitution,105
42039,2004,David Cobb,Green,63
42097,2004,George W. Bush,Republican,22262
42097,2004,John Kerry,Democratic,14602
42097,2004,Michael Badnarik,Libertarian,139
42097,2004,Michael Peroutka,Constitution,84
42097,2004,David Cobb,Green,47
42111,2004,George W. Bush,Republican,23802
42111,2004,John Kerry,Democratic,12842
42111,2004,Michael Badnarik,Libertarian,48
42111,2004,Michael Peroutka,Constitution,48
42111,2004,David Cobb,Green,38
42033,2004,George W. Bush,Republican,20533
42033,2004,John Kerry,Democratic,13518
42033,2004,Michael Badnarik,Libertarian,68
42033,2004,Michael Peroutka,Constitution,67
42033,2004,David Cobb,Green,47
42005,2004,George W. Bush,Republican,18925
42005,2004,John Kerry,Democratic,12025
42005,2004,Michael Badnarik,Libertarian,56
42005,2004,Michael Peroutka,Constitution,50
42005,2004,David Cobb,Green,41
42025,2004,George W. Bush,Republican,12519
42025,2004,John Kerry,Democratic,12223
42025,2004,Michael Badnarik,Libertarian,229
42025,2004,David Cobb,Green,42
42025,2004,Michael Peroutka,Constitution,30
42037,2004,George W. Bush,Republican,16052
42037,2004,John Kerry,Democratic,10679
42037,2004,Michael Badnarik,Libertarian,57
42037,2004,Michael Peroutka,Constitution,42
42037,2004,David Cobb,Green,39
42103,2004,George W. Bush,Republican,12444
42103,2004,John Kerry,Democratic,8656
42103,2004,Michael Badnarik,Libertarian,144
42103,2004,David Cobb,Green,31
42103,2004,Michael Peroutka,Constitution,24
42015,2004,George W. Bush,Republican,16942
42015,2004,John Kerry,Democratic,8590
42015,2004,Michael Badnarik,Libertarian,57
42015,2004,Michael Peroutka,Constitution,36
42015,2004,David Cobb,Green,27
42127,2004,George W. Bush,Republican,13713
42127,2004,John Kerry,Democratic,8060
42127,2004,Michael Badnarik,Libertarian,136
42127,2004,Michael Peroutka,Constitution,35
42127,2004,David Cobb,Green,23
42009,2004,George W. Bush,Republican,16606
42009,2004,John Kerry,Democratic,6016
42009,2004,Michael Peroutka,Constitution,23
42009,2004,Michael Badnarik,Libertarian,19
42009,2004,David Cobb,Green,15
42121,2004,George W. Bush,Republican,14472
42121,2004,John Kerry,Democratic,9024
42121,2004,Michael Badnarik,Libertarian,93
42121,2004,Michael Peroutka,Constitution,39
42121,2004,David Cobb,Green,31
42099,2004,George W. Bush,Republican,13919
42099,2004,John Kerry,Democratic,5423
42099,2004,Michael Badnarik,Libertarian,36
42099,2004,Michael Peroutka,Constitution,25
42099,2004,David Cobb,Green,24
42061,2004,George W. Bush,Republican,12126
42061,2004,John Kerry,Democratic,5879
42061,2004,Michael Badnarik,Libertarian,20
42061,2004,David Cobb,Green,19
42061,2004,Michael Peroutka,Constitution,14
42065,2004,George W. Bush,Republican,13371
42065,2004,John Kerry,Democratic,6073
42065,2004,Michael Badnarik,Libertarian,58
42065,2004,Michael Peroutka,Constitution,30
42065,2004,David Cobb,Green,28
42115,2004,George W. Bush,Republican,11573
42115,2004,John Kerry,Democratic,7351
42115,2004,Michael Badnarik,Libertarian,54
42115,2004,David Cobb,Green,33
42115,2004,Michael Peroutka,Constitution,29
42087,2004,George W. Bush,Republican,11726
42087,2004,John Kerry,Democratic,4889
42087,2004,Michael Badnarik,Libertarian,144
42087,2004,Michael Peroutka,Constitution,23
42087,2004,David Cobb,Green,20
42117,2004,George W. Bush,Republican,12019
42117,2004,John Kerry,Democratic,5437
42117,2004,Michael Badnarik,Libertarian,49
42117,2004,Michael Peroutka,Constitution,43
42117,2004,David Cobb,Green,23
42123,2004,George W. Bush,Republican,10999
42123,2004,John Kerry,Democratic,8044
42123,2004,Michael Peroutka,Constitution,117
42123,2004,Michael Badnarik,Libertarian,79
42123,2004,David Cobb,Green,34
42119,2004,George W. Bush,Republican,10334
42119,2004,John Kerry,Democratic,5700
42119,2004,Michael Badnarik,Libertarian,46
42119,2004,David Cobb,Green,30
42119,2004,Michael Peroutka,Constitution,13
42031,2004,George W. Bush,Republican,11063
42031,2004,John Kerry,Democratic,6049
42031,2004,Michael Badnarik,Libertarian,37
42031,2004,David Cobb,Green,19
42031,2004,Michael Peroutka,Constitution,16
42109,2004,George W. Bush,Republican,10566
42109,2004,John Kerry,Democratic,4348
42109,2004,Michael Badnarik,Libertarian,33
42109,2004,Michael Peroutka,Constitution,18
42109,2004,David Cobb,Green,18
42083,2004,George W. Bush,Republican,10941
42083,2004,John Kerry,Democratic,6294
42083,2004,Michael Badnarik,Libertarian,148
42083,2004,David Cobb,Green,23
42083,2004,Michael Peroutka,Constitution,20
42059,2004,George W. Bush,Republican,7786
42059,2004,John Kerry,Democratic,7674
42059,2004,David Cobb,Green,44
42059,2004,Michael Badnarik,Libertarian,32
42059,2004,Michael Peroutka,Constitution,29
42035,2004,George W. Bush,Republican,8035
42035,2004,John Kerry,Democratic,5823
42035,2004,Michael Badnarik,Libertarian,83
42035,2004,Michael Peroutka,Constitution,13
42035,2004,David Cobb,Green,13
42047,2004,George W. Bush,Republican,7872
42047,2004,John Kerry,Democratic,6602
42047,2004,Michael Peroutka,Constitution,31
42047,2004,Michael Badnarik,Libertarian,25
42047,2004,David Cobb,Green,20
42131,2004,George W. Bush,Republican,7782
42131,2004,John Kerry,Democratic,4982
42131,2004,Michael Peroutka,Constitution,26
42131,2004,David Cobb,Green,22
42131,2004,Michael Badnarik,Libertarian,20
42067,2004,George W. Bush,Republican,7144
42067,2004,John Kerry,Democratic,2797
42067,2004,Michael Badnarik,Libertarian,30
42067,2004,Michael Peroutka,Constitution,20
42067,2004,David Cobb,Green,15
42093,2004,George W. Bush,Republican,4903
42093,2004,John Kerry,Democratic,2666
42093,2004,Michael Badnarik,Libertarian,34
42093,2004,Michael Peroutka,Constitution,11
42093,2004,David Cobb,Green,10
42105,2004,George W. Bush,Republican,5640
42105,2004,John Kerry,Democratic,2268
42105,2004,Michael Peroutka,Constitution,27
42105,2004,Michael Badnarik,Libertarian,18
42105,2004,David Cobb,Green,9
42057,2004,George W. Bush,Republican,4772
42057,2004,John Kerry,Democratic,1475
42057,2004,Michael Badnarik,Libertarian,15
42057,2004,Michael Peroutka,Constitution,5
42057,2004,David Cobb,Green,4
42113,2004,George W. Bush,Republican,2056
42113,2004,John Kerry,Democratic,1213
42113,2004,Michael Badnarik,Libertarian,10
42113,2004,David Cobb,Green,5
42113,2004,Michael Peroutka,Constitution,1
42053,2004,George W. Bush,Republican,1571
42053,2004,John Kerry,Democratic,989
42053,2004,Michael Badnarik,Libertarian,8
42053,2004,David Cobb,Green,3
42053,2004,Michael Peroutka,Constitution,2
42023,2004,George W. Bush,Republican,1599
42023,2004,John Kerry,Democratic,794
42023,2004,Michael Badnarik,Libertarian,8
42023,2004,David Cobb,Green,3
42023,2004,Michael Peroutka,Constitution,2
44001,2004,John Kerry,Democratic,14448
44001,2004,George W. Bush,Republican,9855
44001,2004,Ralph Nader,Reform,233
44001,2004,David Cobb,Green,61
44001,2004,Michael Badnarik,Libertarian,60
44001,2004,Write-ins,-,55
44001,2004,John Parker,Workers World,14
44001,2004,Michael Peroutka,Constitution,6
44003,2004,John Kerry,Democratic,42830
44003,2004,George W. Bush,Republican,33699
44003,2004,Ralph Nader,Reform,860
44003,2004,David Cobb,Green,189
44003,2004,Write-ins,-,176
44003,2004,Michael Badnarik,Libertarian,159
44003,2004,Michael Peroutka,Constitution,62
44003,2004,John Parker,Workers World,43
44005,2004,John Kerry,Democratic,22992
44005,2004,George W. Bush,Republican,16622
44005,2004,Ralph Nader,Reform,454
44005,2004,David Cobb,Green,119
44005,2004,Michael Badnarik,Libertarian,93
44005,2004,Write-ins,-,89
44005,2004,Michael Peroutka,Constitution,37
44005,2004,John Parker,Workers World,20
44007,2004,John Kerry,Democratic,144811
44007,2004,George W. Bush,Republican,82337
44007,2004,Ralph Nader,Reform,2304
44007,2004,David Cobb,Green,747
44007,2004,Michael Badnarik,Libertarian,423
44007,2004,Write-ins,-,377
44007,2004,Michael Peroutka,Constitution,174
44007,2004,John Parker,Workers World,151
44009,2004,John Kerry,Democratic,34679
44009,2004,George W. Bush,Republican,26533
44009,2004,Ralph Nader,Reform,800
44009,2004,David Cobb,Green,217
44009,2004,Michael Badnarik,Libertarian,172
44009,2004,Write-ins,-,148
44009,2004,Michael Peroutka,Constitution,60
44009,2004,John Parker,Workers World,25
45045,2004,George W. Bush,Republican,111481
45045,2004,John Kerry,Democratic,55347
45045,2004,Ralph Nader,Independence,655
45045,2004,Michael Peroutka,Constitution,566
45045,2004,Michael Badnarik,Libertarian,438
45045,2004,David Cobb,Green,177
45045,2004,Walt Brown,United Citizens,169
45019,2004,George W. Bush,Republican,70297
45019,2004,John Kerry,Democratic,63758
45019,2004,Michael Peroutka,Constitution,957
45019,2004,Ralph Nader,Independence,588
45019,2004,Michael Badnarik,Libertarian,407
45019,2004,Walt Brown,United Citizens,179
45019,2004,David Cobb,Green,130
45079,2004,John Kerry,Democratic,76283
45079,2004,George W. Bush,Republican,56212
45079,2004,Ralph Nader,Independence,467
45079,2004,Michael Badnarik,Libertarian,313
45079,2004,Michael Peroutka,Constitution,227
45079,2004,Walt Brown,United Citizens,174
45079,2004,David Cobb,Green,125
45051,2004,George W. Bush,Republican,50447
45051,2004,John Kerry,Democratic,29547
45051,2004,Michael Peroutka,Constitution,575
45051,2004,Ralph Nader,Independence,310
45051,2004,David Cobb,Green,207
45051,2004,Michael Badnarik,Libertarian,159
45051,2004,Walt Brown,United Citizens,102
45063,2004,George W. Bush,Republican,67132
45063,2004,John Kerry,Democratic,25393
45063,2004,Ralph Nader,Independence,295
45063,2004,Michael Badnarik,Libertarian,255
45063,2004,Michael Peroutka,Constitution,171
45063,2004,Walt Brown,United Citizens,120
45063,2004,David Cobb,Green,66
45083,2004,George W. Bush,Republican,62004
45083,2004,John Kerry,Democratic,33633
45083,2004,Michael Peroutka,Constitution,368
45083,2004,Ralph Nader,Independence,300
45083,2004,Michael Badnarik,Libertarian,226
45083,2004,Walt Brown,United Citizens,159
45083,2004,David Cobb,Green,68
45091,2004,George W. Bush,Republican,45234
45091,2004,John Kerry,Democratic,24226
45091,2004,Ralph Nader,Independence,259
45091,2004,Michael Badnarik,Libertarian,206
45091,2004,Michael Peroutka,Constitution,121
45091,2004,Walt Brown,United Citizens,81
45091,2004,David Cobb,Green,54
45007,2004,George W. Bush,Republican,43355
45007,2004,John Kerry,Democratic,20697
45007,2004,Ralph Nader,Independence,224
45007,2004,Michael Badnarik,Libertarian,160
45007,2004,Michael Peroutka,Constitution,152
45007,2004,Walt Brown,United Citizens,75
45007,2004,David Cobb,Green,59
45015,2004,George W. Bush,Republican,32104
45015,2004,John Kerry,Democratic,20142
45015,2004,Michael Peroutka,Constitution,343
45015,2004,Ralph Nader,Independence,151
45015,2004,Michael Badnarik,Libertarian,95
45015,2004,Walt Brown,United Citizens,71
45015,2004,David Cobb,Green,31
45013,2004,George W. Bush,Republican,33331
45013,2004,John Kerry,Democratic,21505
45013,2004,Ralph Nader,Independence,217
45013,2004,Michael Badnarik,Libertarian,87
45013,2004,Michael Peroutka,Constitution,44
45013,2004,David Cobb,Green,26
45013,2004,Walt Brown,United Citizens,25
45003,2004,George W. Bush,Republican,39077
45003,2004,John Kerry,Democratic,19799
45003,2004,Ralph Nader,Independence,198
45003,2004,Michael Badnarik,Libertarian,153
45003,2004,Michael Peroutka,Constitution,145
45003,2004,Walt Brown,United Citizens,74
45003,2004,David Cobb,Green,46
45035,2004,George W. Bush,Republican,26006
45035,2004,John Kerry,Democratic,14733
45035,2004,Michael Peroutka,Constitution,283
45035,2004,Ralph Nader,Independence,148
45035,2004,Michael Badnarik,Libertarian,79
45035,2004,Walt Brown,United Citizens,37
45035,2004,David Cobb,Green,31
45041,2004,George W. Bush,Republican,27689
45041,2004,John Kerry,Democratic,21442
45041,2004,Ralph Nader,Independence,137
45041,2004,Michael Badnarik,Libertarian,101
45041,2004,Walt Brown,United Citizens,76
45041,2004,Michael Peroutka,Constitution,65
45041,2004,David Cobb,Green,35
45077,2004,George W. Bush,Republican,29759
45077,2004,John Kerry,Democratic,10287
45077,2004,Ralph Nader,Independence,141
45077,2004,Michael Badnarik,Libertarian,130
45077,2004,Michael Peroutka,Constitution,113
45077,2004,Walt Brown,United Citizens,55
45077,2004,David Cobb,Green,25
