fips,election,candidate,party,vote
45085,2004,John Kerry,Democratic,18695
45085,2004,George W. Bush,Republican,18074
45085,2004,Ralph Nader,Independence,74
45085,2004,Michael Badnarik,Libertarian,64
45085,2004,Michael Peroutka,Constitution,41
45085,2004,Walt Brown,United Citizens,32
45085,2004,David Cobb,Green,23
45057,2004,George W. Bush,Republican,12916
45057,2004,John Kerry,Democratic,7631
45057,2004,Ralph Nader,Independence,104
45057,2004,Michael Badnarik,Libertarian,64
45057,2004,Michael Peroutka,Constitution,52
45057,2004,David Cobb,Green,34
45057,2004,Walt Brown,United Citizens,13
45075,2004,John Kerry,Democratic,24698
45075,2004,George W. Bush,Republican,12695
45075,2004,Ralph Nader,Independence,65
45075,2004,Michael Peroutka,Constitution,53
45075,2004,Michael Badnarik,Libertarian,29
45075,2004,Walt Brown,United Citizens,14
45075,2004,David Cobb,Green,10
45073,2004,George W. Bush,Republican,18811
45073,2004,John Kerry,Democratic,8395
45073,2004,Ralph Nader,Independence,127
45073,2004,Michael Peroutka,Constitution,72
45073,2004,Michael Badnarik,Libertarian,65
45073,2004,Walt Brown,United Citizens,42
45073,2004,David Cobb,Green,20
45043,2004,George W. Bush,Republican,12606
45043,2004,John Kerry,Democratic,10602
45043,2004,Ralph Nader,Independence,152
45043,2004,Walt Brown,United Citizens,108
45043,2004,Michael Badnarik,Libertarian,57
45043,2004,Michael Peroutka,Constitution,36
45043,2004,David Cobb,Green,32
45031,2004,George W. Bush,Republican,13416
45031,2004,John Kerry,Democratic,11829
45031,2004,Michael Peroutka,Constitution,62
45031,2004,Ralph Nader,Independence,52
45031,2004,Michael Badnarik,Libertarian,47
45031,2004,Walt Brown,United Citizens,28
45031,2004,David Cobb,Green,20
45055,2004,George W. Bush,Republican,14160
45055,2004,John Kerry,Democratic,8515
45055,2004,Ralph Nader,Independence,76
45055,2004,Michael Badnarik,Libertarian,61
45055,2004,Michael Peroutka,Constitution,48
45055,2004,Walt Brown,United Citizens,37
45055,2004,David Cobb,Green,18
45047,2004,George W. Bush,Republican,14264
45047,2004,John Kerry,Democratic,8954
45047,2004,Ralph Nader,Independence,77
45047,2004,Michael Peroutka,Constitution,51
45047,2004,Michael Badnarik,Libertarian,46
45047,2004,Walt Brown,United Citizens,33
45047,2004,David Cobb,Green,17
45059,2004,George W. Bush,Republican,14466
45059,2004,John Kerry,Democratic,9205
45059,2004,Ralph Nader,Independence,67
45059,2004,Michael Peroutka,Constitution,44
45059,2004,Michael Badnarik,Libertarian,31
45059,2004,David Cobb,Green,9
45059,2004,Walt Brown,United Citizens,7
45021,2004,George W. Bush,Republican,12090
45021,2004,John Kerry,Democratic,6466
45021,2004,Ralph Nader,Independence,62
45021,2004,Michael Badnarik,Libertarian,30
45021,2004,Michael Peroutka,Constitution,29
45021,2004,Walt Brown,United Citizens,21
45021,2004,David Cobb,Green,16
45029,2004,George W. Bush,Republican,7264
45029,2004,John Kerry,Democratic,6699
45029,2004,Ralph Nader,Independence,56
45029,2004,Michael Peroutka,Constitution,34
45029,2004,Michael Badnarik,Libertarian,24
45029,2004,Walt Brown,United Citizens,20
45029,2004,David Cobb,Green,9
45071,2004,George W. Bush,Republican,7654
45071,2004,John Kerry,Democratic,4483
45071,2004,Walt Brown,United Citizens,84
45071,2004,Ralph Nader,Independence,78
45071,2004,Michael Peroutka,Constitution,42
45071,2004,David Cobb,Green,39
45071,2004,Michael Badnarik,Libertarian,29
45025,2004,George W. Bush,Republican,7252
45025,2004,John Kerry,Democratic,6729
45025,2004,Ralph Nader,Independence,29
45025,2004,Michael Badnarik,Libertarian,14
45025,2004,Michael Peroutka,Constitution,12
45025,2004,David Cobb,Green,7
45025,2004,Walt Brown,United Citizens,6
45027,2004,John Kerry,Democratic,7087
45027,2004,George W. Bush,Republican,6061
45027,2004,Ralph Nader,Independence,21
45027,2004,Michael Peroutka,Constitution,12
45027,2004,Michael Badnarik,Libertarian,9
45027,2004,Walt Brown,United Citizens,8
45027,2004,David Cobb,Green,2
45089,2004,John Kerry,Democratic,9044
45089,2004,George W. Bush,Republican,4795
45089,2004,Ralph Nader,Independence,25
45089,2004,Michael Badnarik,Libertarian,19
45089,2004,Walt Brown,United Citizens,15
45089,2004,Michael Peroutka,Constitution,13
45089,2004,David Cobb,Green,7
45067,2004,John Kerry,Democratic,7767
45067,2004,George W. Bush,Republican,5589
45067,2004,Michael Peroutka,Constitution,80
45067,2004,Ralph Nader,Independence,29
45067,2004,Walt Brown,United Citizens,24
45067,2004,Michael Badnarik,Libertarian,11
45067,2004,David Cobb,Green,7
45023,2004,George W. Bush,Republican,5798
45023,2004,John Kerry,Democratic,5790
45023,2004,Ralph Nader,Independence,46
45023,2004,Walt Brown,United Citizens,32
45023,2004,Michael Peroutka,Constitution,30
45023,2004,Michael Badnarik,Libertarian,26
45023,2004,David Cobb,Green,7
45087,2004,George W. Bush,Republican,6592
45087,2004,John Kerry,Democratic,5236
45087,2004,Ralph Nader,Independence,35
45087,2004,Michael Peroutka,Constitution,27
45087,2004,Walt Brown,United Citizens,16
45087,2004,Michael Badnarik,Libertarian,15
45087,2004,David Cobb,Green,13
45033,2004,John Kerry,Democratic,4832
45033,2004,George W. Bush,Republican,4301
45033,2004,Michael Peroutka,Constitution,40
45033,2004,Walt Brown,United Citizens,23
45033,2004,Ralph Nader,Independence,22
45033,2004,Michael Badnarik,Libertarian,12
45033,2004,David Cobb,Green,5
45037,2004,George W. Bush,Republican,5611
45037,2004,John Kerry,Democratic,4051
45037,2004,Michael Peroutka,Constitution,34
45037,2004,Ralph Nader,Independence,22
45037,2004,Michael Badnarik,Libertarian,16
45037,2004,Walt Brown,United Citizens,8
45037,2004,David Cobb,Green,4
45053,2004,John Kerry,Democratic,3840
45053,2004,George W. Bush,Republican,2933
45053,2004,Ralph Nader,Independence,28
45053,2004,Michael Badnarik,Libertarian,19
45053,2004,Walt Brown,United Citizens,11
45053,2004,Michael Peroutka,Constitution,8
45053,2004,David Cobb,Green,7
45039,2004,John Kerry,Democratic,5764
45039,2004,George W. Bush,Republican,3531
45039,2004,Michael Peroutka,Constitution,77
45039,2004,Walt Brown,United Citizens,29
45039,2004,Ralph Nader,Independence,15
45039,2004,Michael Badnarik,Libertarian,15
45039,2004,David Cobb,Green,4
45001,2004,George W. Bush,Republican,5436
45001,2004,John Kerry,Democratic,4389
45001,2004,Michael Peroutka,Constitution,38
45001,2004,Ralph Nader,Independence,28
45001,2004,Walt Brown,United Citizens,15
45001,2004,Michael Badnarik,Libertarian,13
45001,2004,David Cobb,Green,6
45069,2004,John Kerry,Democratic,4984
45069,2004,George W. Bush,Republican,3423
45069,2004,Michael Peroutka,Constitution,73
45069,2004,Ralph Nader,Independence,30
45069,2004,Walt Brown,United Citizens,29
45069,2004,Michael Badnarik,Libertarian,14
45069,2004,David Cobb,Green,7
45011,2004,George W. Bush,Republican,4606
45011,2004,John Kerry,Democratic,3982
45011,2004,Michael Peroutka,Constitution,51
45011,2004,Ralph Nader,Independence,18
45011,2004,Michael Badnarik,Libertarian,12
45011,2004,Walt Brown,United Citizens,9
45011,2004,David Cobb,Green,7
45049,2004,John Kerry,Democratic,4832
45049,2004,George W. Bush,Republican,3097
45049,2004,Michael Peroutka,Constitution,58
45049,2004,Ralph Nader,Independence,11
45049,2004,Walt Brown,United Citizens,9
45049,2004,Michael Badnarik,Libertarian,7
45049,2004,David Cobb,Green,2
45081,2004,George W. Bush,Republican,4537
45081,2004,John Kerry,Democratic,3001
45081,2004,Ralph Nader,Independence,24
45081,2004,Michael Badnarik,Libertarian,6
45081,2004,Michael Peroutka,Constitution,5
45081,2004,David Cobb,Green,4
45081,2004,Walt Brown,United Citizens,1
45061,2004,John Kerry,Democratic,4960
45061,2004,George W. Bush,Republican,2901
45061,2004,Ralph Nader,Independence,10
45061,2004,Walt Brown,United Citizens,10
45061,2004,David Cobb,Green,7
45061,2004,Michael Badnarik,Libertarian,6
45061,2004,Michael Peroutka,Constitution,4
45017,2004,George W. Bush,Republican,3448
45017,2004,John Kerry,Democratic,3393
45017,2004,Ralph Nader,Independence,25
45017,2004,Walt Brown,United Citizens,16
45017,2004,Michael Peroutka,Constitution,15
45017,2004,Michael Badnarik,Libertarian,14
45017,2004,David Cobb,Green,8
45009,2004,John Kerry,Democratic,3841
45009,2004,George W. Bush,Republican,2138
45009,2004,Michael Peroutka,Constitution,33
45009,2004,Walt Brown,United Citizens,11
45009,2004,Ralph Nader,Independence,5
45009,2004,Michael Badnarik,Libertarian,5
45009,2004,David Cobb,Green,3
45065,2004,John Kerry,Democratic,2648
45065,2004,George W. Bush,Republican,2396
45065,2004,David Cobb,Green,50
45065,2004,Ralph Nader,Independence,11
45065,2004,Michael Badnarik,Libertarian,8
45065,2004,Michael Peroutka,Constitution,6
45065,2004,Walt Brown,United Citizens,3
45005,2004,John Kerry,Democratic,2565
45005,2004,George W. Bush,Republican,985
45005,2004,Walt Brown,United Citizens,13
45005,2004,Michael Badnarik,Libertarian,11
45005,2004,Michael Peroutka,Constitution,7
45005,2004,Ralph Nader,Independence,6
45005,2004,David Cobb,Green,4
46099,2004,George W. Bush,Republican,44189
46099,2004,John Kerry,Democratic,32314
46099,2004,Ralph Nader,Independent,804
46099,2004,Michael Peroutka,Constitution,171
46099,2004,Michael Badnarik,Libertarian,154
46103,2004,George W. Bush,Republican,29976
46103,2004,John Kerry,Democratic,14213
46103,2004,Ralph Nader,Independent,541
46103,2004,Michael Badnarik,Libertarian,136
46103,2004,Michael Peroutka,Constitution,102
46083,2004,George W. Bush,Republican,11161
46083,2004,John Kerry,Democratic,5703
46083,2004,Ralph Nader,Independent,141
46083,2004,Michael Peroutka,Constitution,32
46083,2004,Michael Badnarik,Libertarian,29
46013,2004,George W. Bush,Republican,10386
46013,2004,John Kerry,Democratic,7943
46013,2004,Ralph Nader,Independent,197
46013,2004,Michael Badnarik,Libertarian,39
46013,2004,Michael Peroutka,Constitution,34
46011,2004,George W. Bush,Republican,7662
46011,2004,John Kerry,Democratic,5443
46011,2004,Ralph Nader,Independent,190
46011,2004,Michael Badnarik,Libertarian,49
46011,2004,Michael Peroutka,Constitution,31
46081,2004,George W. Bush,Republican,7489
46081,2004,John Kerry,Democratic,3857
46081,2004,Ralph Nader,Independent,176
46081,2004,Michael Badnarik,Libertarian,51
46081,2004,Michael Peroutka,Constitution,46
46029,2004,George W. Bush,Republican,7778
46029,2004,John Kerry,Democratic,4803
46029,2004,Ralph Nader,Independent,135
46029,2004,Michael Peroutka,Constitution,19
46029,2004,Michael Badnarik,Libertarian,16
46093,2004,George W. Bush,Republican,8347
46093,2004,John Kerry,Democratic,2941
46093,2004,Ralph Nader,Independent,117
46093,2004,Michael Peroutka,Constitution,77
46093,2004,Michael Badnarik,Libertarian,22
46135,2004,George W. Bush,Republican,6003
46135,2004,John Kerry,Democratic,4237
46135,2004,Ralph Nader,Independent,129
46135,2004,Michael Badnarik,Libertarian,35
46135,2004,Michael Peroutka,Constitution,27
46065,2004,George W. Bush,Republican,6017
46065,2004,John Kerry,Democratic,2697
46065,2004,Ralph Nader,Independent,76
46065,2004,Michael Badnarik,Libertarian,23
46065,2004,Michael Peroutka,Constitution,22
46035,2004,George W. Bush,Republican,5561
46035,2004,John Kerry,Democratic,3263
46035,2004,Ralph Nader,Independent,94
46035,2004,Michael Peroutka,Constitution,18
46035,2004,Michael Badnarik,Libertarian,16
46127,2004,George W. Bush,Republican,3987
46127,2004,John Kerry,Democratic,3000
46127,2004,Ralph Nader,Independent,43
46127,2004,Michael Badnarik,Libertarian,12
46127,2004,Michael Peroutka,Constitution,6
46079,2004,George W. Bush,Republican,3359
46079,2004,John Kerry,Democratic,2509
46079,2004,Ralph Nader,Independent,108
46079,2004,Michael Badnarik,Libertarian,19
46079,2004,Michael Peroutka,Constitution,12
46005,2004,George W. Bush,Republican,4917
46005,2004,John Kerry,Democratic,3443
46005,2004,Ralph Nader,Independent,77
46005,2004,Michael Badnarik,Libertarian,24
46005,2004,Michael Peroutka,Constitution,19
46027,2004,John Kerry,Democratic,3315
46027,2004,George W. Bush,Republican,2692
46027,2004,Ralph Nader,Independent,95
46027,2004,Michael Badnarik,Libertarian,25
46027,2004,Michael Peroutka,Constitution,9
46033,2004,George W. Bush,Republican,2922
46033,2004,John Kerry,Democratic,1272
46033,2004,Ralph Nader,Independent,58
46033,2004,Michael Peroutka,Constitution,36
46033,2004,Michael Badnarik,Libertarian,16
46019,2004,George W. Bush,Republican,3166
46019,2004,John Kerry,Democratic,1009
46019,2004,Ralph Nader,Independent,45
46019,2004,Michael Peroutka,Constitution,35
46019,2004,Michael Badnarik,Libertarian,16
46125,2004,George W. Bush,Republican,3084
46125,2004,John Kerry,Democratic,1646
46125,2004,Ralph Nader,Independent,82
46125,2004,Michael Peroutka,Constitution,13
46125,2004,Michael Badnarik,Libertarian,9
46109,2004,John Kerry,Democratic,2527
46109,2004,George W. Bush,Republican,2396
46109,2004,Ralph Nader,Independent,49
46109,2004,Michael Badnarik,Libertarian,6
46109,2004,Michael Peroutka,Constitution,4
46051,2004,George W. Bush,Republican,2392
46051,2004,John Kerry,Democratic,1633
46051,2004,Ralph Nader,Independent,43
46051,2004,Michael Peroutka,Constitution,12
46051,2004,Michael Badnarik,Libertarian,10
46047,2004,George W. Bush,Republican,2413
46047,2004,John Kerry,Democratic,1326
46047,2004,Ralph Nader,Independent,67
46047,2004,Michael Peroutka,Constitution,23
46047,2004,Michael Badnarik,Libertarian,16
46023,2004,George W. Bush,Republican,2556
46023,2004,John Kerry,Democratic,2155
46023,2004,Ralph Nader,Independent,73
46023,2004,Michael Badnarik,Libertarian,9
46023,2004,Michael Peroutka,Constitution,5
46067,2004,George W. Bush,Republican,2899
46067,2004,John Kerry,Democratic,1177
46067,2004,Ralph Nader,Independent,49
46067,2004,Michael Badnarik,Libertarian,14
46067,2004,Michael Peroutka,Constitution,8
46009,2004,George W. Bush,Republican,2063
46009,2004,John Kerry,Democratic,1293
46009,2004,Ralph Nader,Independent,36
46009,2004,Michael Badnarik,Libertarian,11
46009,2004,Michael Peroutka,Constitution,5
46115,2004,George W. Bush,Republican,2259
46115,2004,John Kerry,Democratic,1478
46115,2004,Ralph Nader,Independent,27
46115,2004,Michael Badnarik,Libertarian,5
46115,2004,Michael Peroutka,Constitution,5
46101,2004,George W. Bush,Republican,1790
46101,2004,John Kerry,Democratic,1609
46101,2004,Ralph Nader,Independent,36
46101,2004,Michael Peroutka,Constitution,10
46101,2004,Michael Badnarik,Libertarian,6
46113,2004,John Kerry,Democratic,3566
46113,2004,George W. Bush,Republican,526
46113,2004,Ralph Nader,Independent,70
46113,2004,Michael Peroutka,Constitution,41
46113,2004,Michael Badnarik,Libertarian,11
46057,2004,George W. Bush,Republican,1946
46057,2004,John Kerry,Democratic,1015
46057,2004,Ralph Nader,Independent,37
46057,2004,Michael Peroutka,Constitution,7
46057,2004,Michael Badnarik,Libertarian,6
46037,2004,John Kerry,Democratic,1817
46037,2004,George W. Bush,Republican,1671
46037,2004,Ralph Nader,Independent,32
46037,2004,Michael Badnarik,Libertarian,15
46037,2004,Michael Peroutka,Constitution,5
46123,2004,George W. Bush,Republican,2230
46123,2004,John Kerry,Democratic,972
46123,2004,Ralph Nader,Independent,29
46123,2004,Michael Peroutka,Constitution,10
46123,2004,Michael Badnarik,Libertarian,4
46087,2004,George W. Bush,Republican,2017
46087,2004,John Kerry,Democratic,1201
46087,2004,Ralph Nader,Independent,38
46087,2004,Michael Peroutka,Constitution,9
46087,2004,Michael Badnarik,Libertarian,6
46077,2004,George W. Bush,Republican,1804
46077,2004,John Kerry,Democratic,1163
46077,2004,Ralph Nader,Independent,34
46077,2004,Michael Badnarik,Libertarian,9
46077,2004,Michael Peroutka,Constitution,4
46129,2004,George W. Bush,Republican,1967
46129,2004,John Kerry,Democratic,878
46129,2004,Ralph Nader,Independent,20
46129,2004,Michael Peroutka,Constitution,12
46129,2004,Michael Badnarik,Libertarian,3
46015,2004,George W. Bush,Republican,1544
46015,2004,John Kerry,Democratic,1040
46015,2004,Ralph Nader,Independent,30
46015,2004,Michael Peroutka,Constitution,9
46015,2004,Michael Badnarik,Libertarian,6
46121,2004,John Kerry,Democratic,2543
46121,2004,George W. Bush,Republican,889
46121,2004,Ralph Nader,Independent,46
46121,2004,Michael Peroutka,Constitution,32
46121,2004,Michael Badnarik,Libertarian,14
46053,2004,George W. Bush,Republican,1685
46053,2004,John Kerry,Democratic,813
46053,2004,Ralph Nader,Independent,36
46053,2004,Michael Badnarik,Libertarian,6
46053,2004,Michael Peroutka,Constitution,6
46039,2004,George W. Bush,Republican,1406
46039,2004,John Kerry,Democratic,961
46039,2004,Ralph Nader,Independent,25
46039,2004,Michael Badnarik,Libertarian,12
46039,2004,Michael Peroutka,Constitution,8
46061,2004,George W. Bush,Republican,1379
46061,2004,John Kerry,Democratic,745
46061,2004,Ralph Nader,Independent,23
46061,2004,Michael Peroutka,Constitution,2
46061,2004,Michael Badnarik,Libertarian,1
46091,2004,George W. Bush,Republican,1242
46091,2004,John Kerry,Democratic,1099
46091,2004,Ralph Nader,Independent,14
46091,2004,Michael Badnarik,Libertarian,6
46091,2004,Michael Peroutka,Constitution,3
46045,2004,George W. Bush,Republican,1434
46045,2004,John Kerry,Democratic,765
46045,2004,Ralph Nader,Independent,19
46045,2004,Michael Peroutka,Constitution,12
46045,2004,Michael Badnarik,Libertarian,4
46059,2004,George W. Bush,Republican,1482
46059,2004,John Kerry,Democratic,668
46059,2004,Ralph Nader,Independent,29
46059,2004,Michael Badnarik,Libertarian,4
46059,2004,Michael Peroutka,Constitution,4
46041,2004,John Kerry,Democratic,1606
46041,2004,George W. Bush,Republican,921
46041,2004,Ralph Nader,Independent,26
46041,2004,Michael Peroutka,Constitution,8
46041,2004,Michael Badnarik,Libertarian,3
46025,2004,George W. Bush,Republican,1435
46025,2004,John Kerry,Democratic,875
46025,2004,Ralph Nader,Independent,11
46025,2004,Michael Badnarik,Libertarian,5
46025,2004,Michael Peroutka,Constitution,1
46105,2004,George W. Bush,Republican,1329
46105,2004,John Kerry,Democratic,418
46105,2004,Michael Peroutka,Constitution,34
